Src	Eqid	Version	Datetime	Lat	Lon	Magnitude	Depth	NST	Region
ci	15312857	1	"Saturday, March 23, 2013 17:26:37 UTC"	35.64	-118.01	1.2	9.6	14	Southern California
ak	10679949	2	"Saturday, March 23, 2013 16:58:55 UTC"	62.3	-148.61	1.7	37.3	37	Central Alaska
us	b000frlb	9	"Saturday, March 23, 2013 16:58:01 UTC"	-16.81	-173.42	4.7	24.9	38	Tonga
nc	71958960	5	"Saturday, March 23, 2013 16:56:07 UTC"	40.15	-123.09	2.1	39.3	38	Northern California
nc	71958955	1	"Saturday, March 23, 2013 16:51:40 UTC"	38.81	-122.81	1.7	3.3	36	Northern California
us	b000frky	6	"Saturday, March 23, 2013 16:45:55 UTC"	-2.81	139.28	4.8	50.4	61	"near the north coast of Papua, Indonesia"
ak	10679942	2	"Saturday, March 23, 2013 16:35:23 UTC"	63.36	-151.5	1.5	1	19	Central Alaska
ci	15312833	2	"Saturday, March 23, 2013 16:20:07 UTC"	36.02	-117.77	1	2.2	21	Central California
nc	71958940	2	"Saturday, March 23, 2013 16:12:38 UTC"	38.63	-119.78	1.8	0.9	26	Northern California
ak	10679929	2	"Saturday, March 23, 2013 15:58:30 UTC"	61.21	-151.26	1.4	64.1	19	Southern Alaska
nc	71958930	0	"Saturday, March 23, 2013 15:49:45 UTC"	38.79	-122.74	1.4	1	21	Northern California
nc	71958925	2	"Saturday, March 23, 2013 15:45:33 UTC"	38.85	-122.46	1.9	8.5	48	Northern California
ak	10679920	2	"Saturday, March 23, 2013 15:44:59 UTC"	59.71	-152.16	1.7	82.2	16	Southern Alaska
nm	032313b	A	"Saturday, March 23, 2013 15:42:36 UTC"	36.47	-89.54	1.6	9	27	southeastern Missouri
nc	71958915	0	"Saturday, March 23, 2013 15:31:10 UTC"	38.85	-122.47	1.9	7.4	12	Northern California
ak	10679910	2	"Saturday, March 23, 2013 15:07:03 UTC"	60.24	-152.23	1.8	85.1	12	Southern Alaska
nc	71958905	2	"Saturday, March 23, 2013 14:58:45 UTC"	37.52	-118.71	1.3	9.5	32	Central California
nc	71958900	0	"Saturday, March 23, 2013 14:54:26 UTC"	38.78	-122.74	1.4	1.1	24	Northern California
ci	15312777	2	"Saturday, March 23, 2013 14:39:01 UTC"	33.5	-116.45	1.4	10.7	49	Southern California
ak	10683036	2	"Saturday, March 23, 2013 14:28:16 UTC"	57.68	-142.68	2.5	4.7	13	Gulf of Alaska
ak	10679898	2	"Saturday, March 23, 2013 14:14:03 UTC"	63.05	-151.54	1.3	13.9	9	Central Alaska
ak	10680113	3	"Saturday, March 23, 2013 14:13:46 UTC"	62.08	-151.01	1.5	74.4	18	Central Alaska
ak	10679880	3	"Saturday, March 23, 2013 13:25:36 UTC"	59.7	-153.49	3.9	122.5	77	Southern Alaska
ak	10683032	2	"Saturday, March 23, 2013 13:25:04 UTC"	53.04	-166.2	2.2	16.4	9	"Fox Islands, Aleutian Islands, Alaska"
us	b000frir	3	"Saturday, March 23, 2013 13:14:02 UTC"	-60.68	-19.49	5	10	17	east of the South Sandwich Islands
ak	10679878	2	"Saturday, March 23, 2013 13:07:29 UTC"	62.56	-151.07	1.1	15.9	14	Central Alaska
ak	10683030	2	"Saturday, March 23, 2013 13:02:17 UTC"	65.39	-144.73	1	1	9	northern Alaska
ak	10683029	2	"Saturday, March 23, 2013 12:56:49 UTC"	54.53	-162.1	2	20.5	10	Alaska Peninsula
nc	71958890	3	"Saturday, March 23, 2013 12:50:53 UTC"	38.83	-122.75	1.8	0.9	50	Northern California
ak	10679871	2	"Saturday, March 23, 2013 12:46:27 UTC"	61.88	-149.98	1.3	37.1	17	Southern Alaska
ak	10679867	2	"Saturday, March 23, 2013 12:27:07 UTC"	61.27	-146.83	2	15.9	38	Southern Alaska
ak	10679865	2	"Saturday, March 23, 2013 12:03:15 UTC"	52.91	-168.33	2.1	50	11	"Fox Islands, Aleutian Islands, Alaska"
ci	15312729	2	"Saturday, March 23, 2013 11:56:42 UTC"	34.05	-117.29	1.5	16.8	71	"Greater Los Angeles area, California"
nc	71958875	3	"Saturday, March 23, 2013 11:38:30 UTC"	39.62	-120.01	1.3	4.6	24	Northern California
nc	71958870	3	"Saturday, March 23, 2013 11:30:29 UTC"	39.62	-120.01	1.3	4.7	23	Northern California
ak	10679859	2	"Saturday, March 23, 2013 11:22:23 UTC"	60.27	-141.48	1.6	6.6	17	Southern Alaska
nc	71958860	1	"Saturday, March 23, 2013 11:20:17 UTC"	38.81	-122.82	1.2	2.9	24	Northern California
nc	71958865	3	"Saturday, March 23, 2013 11:19:00 UTC"	39.62	-120.01	1.1	4.8	24	Northern California
ak	10679855	2	"Saturday, March 23, 2013 11:17:37 UTC"	51.32	-177.83	1.9	25.6	10	"Andreanof Islands, Aleutian Islands, Alaska"
ak	10679851	2	"Saturday, March 23, 2013 10:47:11 UTC"	53.95	-161.78	2.4	41.6	14	south of Alaska
ak	10683022	2	"Saturday, March 23, 2013 10:39:18 UTC"	51.39	-178.31	1.6	18.7	10	"Andreanof Islands, Aleutian Islands, Alaska"
ak	10679848	2	"Saturday, March 23, 2013 10:35:14 UTC"	53.92	-165.33	1.8	64.7	12	"Fox Islands, Aleutian Islands, Alaska"
ak	10683020	2	"Saturday, March 23, 2013 10:27:37 UTC"	67.01	-146.71	1.7	36.5	10	northern Alaska
ak	10683019	2	"Saturday, March 23, 2013 10:21:03 UTC"	54.18	-162.84	2.2	26.3	8	Alaska Peninsula
ak	10679842	2	"Saturday, March 23, 2013 10:15:23 UTC"	65.02	-149.49	1.2	17.1	17	northern Alaska
nc	71958835	2	"Saturday, March 23, 2013 10:10:39 UTC"	37.47	-121.83	1.1	7.8	13	"San Francisco Bay area, California"
ak	10683017	2	"Saturday, March 23, 2013 10:10:23 UTC"	61.45	-151.06	1.5	48.8	14	Southern Alaska
nc	71960425	2	"Saturday, March 23, 2013 10:03:32 UTC"	37.24	-119.93	1.7	26.1	14	Central California
nc	71958825	1	"Saturday, March 23, 2013 09:58:56 UTC"	38.83	-122.8	1.9	1.2	31	Northern California
ak	10679838	2	"Saturday, March 23, 2013 09:52:49 UTC"	60.99	-147.98	1.4	0	9	Southern Alaska
nc	71958820	2	"Saturday, March 23, 2013 09:43:33 UTC"	36.61	-121.16	1.3	8.4	25	Central California
ci	15312705	2	"Saturday, March 23, 2013 09:42:52 UTC"	33.66	-116.72	1.1	15.6	38	Southern California
ak	10679832	2	"Saturday, March 23, 2013 09:27:08 UTC"	64.76	-149.09	2.1	20.4	26	Central Alaska
ak	10683014	2	"Saturday, March 23, 2013 09:12:18 UTC"	54.52	-162.13	1.6	25.5	9	Alaska Peninsula
ak	10679826	2	"Saturday, March 23, 2013 08:59:53 UTC"	61.14	-150.28	1.8	44.4	18	Southern Alaska
ak	10679827	2	"Saturday, March 23, 2013 08:55:30 UTC"	62.1	-145.07	1.3	17.4	12	Central Alaska
ak	10679820	2	"Saturday, March 23, 2013 08:51:01 UTC"	61.21	-140.44	2.8	0.5	29	"Southern Yukon Territory, Canada"
ci	15312689	2	"Saturday, March 23, 2013 08:39:38 UTC"	35.94	-117.66	1.3	2.3	19	Central California
ci	15312681	1	"Saturday, March 23, 2013 08:28:48 UTC"	36.7	-117.96	1.5	7.5	13	Central California
nc	71958805	2	"Saturday, March 23, 2013 08:28:45 UTC"	37.98	-121.84	1.6	17.6	18	"San Francisco Bay area, California"
pr	13082001	0	"Saturday, March 23, 2013 08:19:06 UTC"	18.1	-67.24	2.1	23	3	"Mona Passage, Puerto Rico"
ak	10683009	2	"Saturday, March 23, 2013 08:15:09 UTC"	60.07	-152.72	1.7	99.9	11	Southern Alaska
us	b000ftmi	8	"Saturday, March 23, 2013 08:00:12 UTC"	-15.96	-73.82	4.2	35	9	southern Peru
ci	15312665	2	"Saturday, March 23, 2013 07:56:03 UTC"	33.88	-118.4	2.3	9.8	51	"Greater Los Angeles area, California"
uu	60016717	3	"Saturday, March 23, 2013 07:06:08 UTC"	37.01	-113.59	2.8	2.8	13	Utah
ak	10679804	2	"Saturday, March 23, 2013 06:38:53 UTC"	51.9	-173.87	1.7	18.5	8	"Andreanof Islands, Aleutian Islands, Alaska"
nc	71958765	3	"Saturday, March 23, 2013 06:36:55 UTC"	37.98	-121.84	2.4	18.5	73	"San Francisco Bay area, California"
nc	71958760	3	"Saturday, March 23, 2013 06:33:24 UTC"	37.97	-122.03	1.2	12	30	"San Francisco Bay area, California"
ak	10683006	2	"Saturday, March 23, 2013 06:28:50 UTC"	51.37	-177.64	1.8	24.8	8	"Andreanof Islands, Aleutian Islands, Alaska"
nn	406826	1	"Saturday, March 23, 2013 06:27:03 UTC"	38.01	-118.12	1.7	15.9	16	Nevada
nc	71958755	2	"Saturday, March 23, 2013 06:18:21 UTC"	37.78	-122.03	1.5	5.5	39	"San Francisco Bay area, California"
ak	10679791	2	"Saturday, March 23, 2013 05:59:35 UTC"	63.77	-152.25	1.2	9	11	Central Alaska
us	b000frhf	5	"Saturday, March 23, 2013 05:56:03 UTC"	-17.49	-13.9	4.7	10	29	southern Mid-Atlantic Ridge
nc	71958745	0	"Saturday, March 23, 2013 05:49:25 UTC"	38.75	-122.71	1	1.4	8	Northern California
us	b000frhc	7	"Saturday, March 23, 2013 05:28:31 UTC"	-18.73	-175.51	4.5	183.4	46	Tonga
us	b000frh9	7	"Saturday, March 23, 2013 05:03:07 UTC"	35.36	-96.5	2.9	5.1	43	Oklahoma
ak	10679773	2	"Saturday, March 23, 2013 04:41:32 UTC"	63.43	-146.4	1.4	19.1	21	Central Alaska
ak	10683003	2	"Saturday, March 23, 2013 04:31:10 UTC"	59.88	-153.25	2.1	117.1	11	Southern Alaska
pr	13082000	0	"Saturday, March 23, 2013 04:31:06 UTC"	18.85	-64.84	2.9	18	6	Virgin Islands region
us	b000frh3	7	"Saturday, March 23, 2013 04:28:34 UTC"	-10.94	165.81	4.9	20.1	43	Santa Cruz Islands
ci	15312505	1	"Saturday, March 23, 2013 04:25:38 UTC"	33.28	-116.78	1.2	12.1	39	Southern California
ak	10679766	2	"Saturday, March 23, 2013 04:22:16 UTC"	63.48	-146.43	1.9	20.5	37	Central Alaska
nc	71958735	0	"Saturday, March 23, 2013 04:18:49 UTC"	38.75	-122.7	1.3	2	13	Northern California
uw	60512071	4	"Saturday, March 23, 2013 03:58:29 UTC"	46.75	-122.19	1.8	13.6	42	Washington
hv	60481241	2	"Saturday, March 23, 2013 03:53:17 UTC"	19.25	-155.52	2.1	7.8	39	"Island of Hawaii, Hawaii"
nc	71070514	2	"Saturday, March 23, 2013 03:52:05 UTC"	39.62	-120	1.8	5.3	18	Northern California
nc	71958725	2	"Saturday, March 23, 2013 03:51:57 UTC"	39.62	-120.01	1.8	4.4	23	Northern California
ak	10683001	2	"Saturday, March 23, 2013 03:50:46 UTC"	62.89	-150.82	1.2	98.8	11	Central Alaska
ak	10683000	2	"Saturday, March 23, 2013 03:38:35 UTC"	53.49	-167.31	1.4	13.5	9	"Fox Islands, Aleutian Islands, Alaska"
ci	15312481	1	"Saturday, March 23, 2013 03:23:13 UTC"	33.5	-116.46	1.1	9.1	36	Southern California
hv	60481236	4	"Saturday, March 23, 2013 03:18:56 UTC"	19.49	-155.37	1.3	4.1	10	"Island of Hawaii, Hawaii"
nc	71958715	3	"Saturday, March 23, 2013 03:11:31 UTC"	39.62	-120	1.1	5.9	12	Northern California
nm	032213a	A	"Saturday, March 23, 2013 03:03:51 UTC"	36.28	-89.52	1.5	8	9	Tennessee
ci	15312465	2	"Saturday, March 23, 2013 03:00:26 UTC"	36.24	-117.26	1	3.9	12	Central California
us	2013ncad	5	"Saturday, March 23, 2013 02:57:39 UTC"	42.81	-1.8	4.2	0	13	Pyrenees
nc	71958710	0	"Saturday, March 23, 2013 02:49:28 UTC"	38.77	-122.75	1	2.1	17	Northern California
us	b000frgj	6	"Saturday, March 23, 2013 02:47:50 UTC"	12.35	143.88	4.9	8.4	67	Guam region
ak	10679745	2	"Saturday, March 23, 2013 02:23:55 UTC"	59.11	-135.46	1.4	1	9	Southeastern Alaska
ak	10679668	2	"Saturday, March 23, 2013 02:06:57 UTC"	51.95	-173.54	2.9	43.3	12	"Andreanof Islands, Aleutian Islands, Alaska"
hv	60481221	5	"Saturday, March 23, 2013 02:05:18 UTC"	19.46	-155.6	1	14	12	"Island of Hawaii, Hawaii"
ak	10682996	2	"Saturday, March 23, 2013 02:03:55 UTC"	51.24	-179.41	2.3	41.6	9	"Andreanof Islands, Aleutian Islands, Alaska"
nn	406796	1	"Saturday, March 23, 2013 01:59:25 UTC"	38.32	-118.14	1.4	10.5	10	Nevada
ak	10679575	2	"Saturday, March 23, 2013 01:43:33 UTC"	52	-173.69	2.6	41.5	12	"Andreanof Islands, Aleutian Islands, Alaska"
nc	71958680	5	"Saturday, March 23, 2013 01:19:49 UTC"	37.7	-121.75	1.2	5.7	17	"San Francisco Bay area, California"
ak	10682993	2	"Saturday, March 23, 2013 01:12:07 UTC"	60.52	-152.7	1.9	129.8	12	Southern Alaska
us	b000frfp	6	"Saturday, March 23, 2013 00:55:08 UTC"	52.5	-174.02	4.3	193.5	65	"Andreanof Islands, Aleutian Islands, Alaska"
ak	10679557	2	"Saturday, March 23, 2013 00:44:15 UTC"	59.95	-140.73	2.1	1	18	Southeastern Alaska
ak	10682990	2	"Saturday, March 23, 2013 00:37:46 UTC"	63.21	-150.8	1.3	118.4	10	Central Alaska
ak	10679550	2	"Saturday, March 23, 2013 00:20:22 UTC"	50.87	-177.65	2.1	25.7	11	"Andreanof Islands, Aleutian Islands, Alaska"
ci	15312401	1	"Saturday, March 23, 2013 00:15:50 UTC"	36.1	-117.84	1.3	2.3	20	Central California
ak	10682988	2	"Saturday, March 23, 2013 00:07:15 UTC"	63.81	-148.36	1.1	95.2	16	Central Alaska
ak	10679543	2	"Saturday, March 23, 2013 00:02:56 UTC"	53.92	-164.88	1.9	60.6	12	"Unimak Island region, Alaska"
ci	15312385	5	"Friday, March 22, 2013 23:56:00 UTC"	34.22	-117.42	2.5	13.6	95	"Greater Los Angeles area, California"
ak	10679537	2	"Friday, March 22, 2013 23:55:40 UTC"	52.56	-169.37	2.1	4.9	14	"Fox Islands, Aleutian Islands, Alaska"
ak	10681165	2	"Friday, March 22, 2013 23:18:42 UTC"	54.77	-152.26	3.6	3.3	46	south of Alaska
ak	10679500	2	"Friday, March 22, 2013 23:15:34 UTC"	64.98	-147.24	1.1	0	15	Central Alaska
ak	10681163	2	"Friday, March 22, 2013 23:03:15 UTC"	61.69	-150.78	1.6	72.3	24	Southern Alaska
ak	10679489	2	"Friday, March 22, 2013 22:46:13 UTC"	60.14	-152.86	2.1	107.1	35	Southern Alaska
ci	15312361	1	"Friday, March 22, 2013 22:43:07 UTC"	33.51	-116.46	1.3	10.2	37	Southern California
nc	71958630	2	"Friday, March 22, 2013 22:42:09 UTC"	37.41	-118.53	1.5	7.2	23	Central California
us	b000frdz	6	"Friday, March 22, 2013 22:40:53 UTC"	-28.01	-176.51	5.3	6.8	112	Kermadec Islands region
ak	10679458	3	"Friday, March 22, 2013 22:02:57 UTC"	59.85	-152.9	2.2	99.5	45	Southern Alaska
ak	10679450	2	"Friday, March 22, 2013 21:52:59 UTC"	61.25	-147.08	2.4	4.7	49	Southern Alaska
uu	60016697	3	"Friday, March 22, 2013 21:43:09 UTC"	38.74	-111.47	1.2	5.8	7	Utah
ci	15312329	1	"Friday, March 22, 2013 21:39:37 UTC"	33.49	-116.97	1	9.4	23	Southern California
ak	10679437	2	"Friday, March 22, 2013 21:36:04 UTC"	63.48	-151.26	1.8	6.3	23	Central Alaska
nc	71958615	3	"Friday, March 22, 2013 21:32:29 UTC"	38.75	-122.71	1.9	2	60	Northern California
uw	60512026	2	"Friday, March 22, 2013 21:12:47 UTC"	49.44	-120.49	2.3	0	6	"British Columbia, Canada"
ak	10681158	2	"Friday, March 22, 2013 20:57:35 UTC"	55.48	-135.05	3	24.9	12	off the coast of Southeastern Alaska
ak	10679409	2	"Friday, March 22, 2013 20:45:31 UTC"	63.47	-146.5	1	4.8	17	Central Alaska
nc	71958590	0	"Friday, March 22, 2013 20:43:22 UTC"	38.79	-122.74	1	1.4	16	Northern California
ci	15312289	1	"Friday, March 22, 2013 20:40:47 UTC"	36.07	-117.87	1.1	1.4	18	Central California
uu	60016682	2	"Friday, March 22, 2013 20:03:29 UTC"	36.99	-112.37	2.3	18.5	12	Arizona
uw	60512021	3	"Friday, March 22, 2013 19:32:13 UTC"	47.75	-123.18	3.2	41.2	54	"Olympic Peninsula, Washington"
us	b000fr4j	5	"Friday, March 22, 2013 19:30:04 UTC"	37.45	71.8	4.2	114.5	31	Tajikistan
ak	10679390	2	"Friday, March 22, 2013 19:27:08 UTC"	61.26	-148.43	1.6	29.6	28	Southern Alaska
nc	71958565	2	"Friday, March 22, 2013 19:22:52 UTC"	37.32	-122.1	1.2	0	22	"San Francisco Bay area, California"
nn	406758	1	"Friday, March 22, 2013 19:20:39 UTC"	36.81	-115.87	1	10.3	12	Nevada
ak	10681155	2	"Friday, March 22, 2013 19:11:53 UTC"	61.74	-150.76	1.5	65	28	Southern Alaska
ci	15312257	3	"Friday, March 22, 2013 19:10:54 UTC"	33.98	-118.69	2.2	13	54	"Santa Monica Bay, California"
nc	71958555	2	"Friday, March 22, 2013 19:02:47 UTC"	39.33	-123.27	1.4	7.6	10	Northern California
ak	10679379	2	"Friday, March 22, 2013 18:53:35 UTC"	61.39	-146.66	1.5	8.8	26	Southern Alaska
ci	15312249	5	"Friday, March 22, 2013 18:48:00 UTC"	35.72	-119.85	1.2	3.3	6	Central California
ci	15312241	2	"Friday, March 22, 2013 18:33:21 UTC"	34.02	-116.85	1.1	9.4	39	Southern California
ak	10679370	2	"Friday, March 22, 2013 18:29:57 UTC"	51.5	-178.09	2.1	11.9	23	"Andreanof Islands, Aleutian Islands, Alaska"
ak	10679362	2	"Friday, March 22, 2013 18:15:18 UTC"	54.88	-159.92	1.9	16	12	south of Alaska
ak	10681151	2	"Friday, March 22, 2013 18:01:28 UTC"	62.73	-150.92	1.4	89.9	20	Central Alaska
us	b000fr1b	7	"Friday, March 22, 2013 17:57:36 UTC"	10.1	-103.92	4.5	10.1	58	northern East Pacific Rise
pr	13081005	0	"Friday, March 22, 2013 17:55:45 UTC"	19.29	-65.24	3	10	5	Puerto Rico region
hv	60481076	2	"Friday, March 22, 2013 17:36:32 UTC"	19.41	-155.32	2	5.6	28	"Island of Hawaii, Hawaii"
ci	15312233	2	"Friday, March 22, 2013 17:27:09 UTC"	32.54	-116.77	1.9	0	22	"Baja California, Mexico"
ak	10681150	2	"Friday, March 22, 2013 17:17:17 UTC"	63.37	-150.29	1.3	117.1	20	Central Alaska
ci	15312225	2	"Friday, March 22, 2013 17:11:01 UTC"	35.94	-117.14	1.2	0	8	Central California
nc	71958515	2	"Friday, March 22, 2013 17:05:19 UTC"	37.39	-121.75	1.6	6.8	43	"San Francisco Bay area, California"
ci	15312201	2	"Friday, March 22, 2013 17:00:25 UTC"	32.53	-115.64	1.5	9.4	8	"Baja California, Mexico"
ak	10679331	2	"Friday, March 22, 2013 16:16:57 UTC"	65.24	-141.06	2.8	10.6	31	northern Alaska
ci	15312145	1	"Friday, March 22, 2013 15:45:27 UTC"	33.29	-116.26	1.3	6.2	36	Southern California
ci	15312137	1	"Friday, March 22, 2013 15:34:03 UTC"	33.51	-116.44	1.3	9.5	37	Southern California
ak	10679306	2	"Friday, March 22, 2013 15:19:28 UTC"	63.48	-146.42	1.2	14	25	Central Alaska
ak	10679293	2	"Friday, March 22, 2013 14:26:02 UTC"	55.84	-159.18	2.6	99.4	23	Alaska Peninsula
ak	10681144	2	"Friday, March 22, 2013 14:26:00 UTC"	63.42	-149.98	1.2	105.4	17	Central Alaska
us	b000fqwi	5	"Friday, March 22, 2013 14:18:58 UTC"	-55.13	-21.72	5.2	15	21	southwestern Atlantic Ocean
pr	13081004	0	"Friday, March 22, 2013 14:18:01 UTC"	18.19	-68.05	2.9	103	10	"Mona Passage, Dominican Republic"
nc	71958465	5	"Friday, March 22, 2013 14:14:47 UTC"	39.62	-120.01	1.3	5.2	20	Northern California
nc	71958460	5	"Friday, March 22, 2013 14:14:09 UTC"	39.62	-120.01	1.4	5.1	23	Northern California
nn	406719	1	"Friday, March 22, 2013 14:08:14 UTC"	37.36	-115.97	1.6	0	14	Nevada
nc	71958455	5	"Friday, March 22, 2013 14:04:21 UTC"	39.62	-120.01	1.4	5.1	24	Northern California
nc	71958450	5	"Friday, March 22, 2013 14:02:35 UTC"	39.62	-120.01	1.4	4.5	23	Northern California
nc	71958445	3	"Friday, March 22, 2013 14:01:40 UTC"	39.62	-120.01	2.6	4.7	26	Northern California
ci	15312097	2	"Friday, March 22, 2013 14:00:39 UTC"	34.71	-116.36	1.7	3.8	16	Southern California
nc	71958435	3	"Friday, March 22, 2013 13:55:44 UTC"	38.82	-122.82	2.2	2.6	72	Northern California
ci	15312089	2	"Friday, March 22, 2013 13:49:01 UTC"	34.01	-117.16	1.2	7.7	11	"Greater Los Angeles area, California"
uw	60511996	2	"Friday, March 22, 2013 13:38:15 UTC"	47.59	-121.58	1.7	84.5	20	Washington
nc	71958420	3	"Friday, March 22, 2013 13:23:51 UTC"	36.19	-120.77	2	6.1	57	Central California
